,,,,,,Data Mean,,,,,Data Standard Deviation.,,,,,,Normalize,,,,,,,,,,,,
2.6799,3.1349,0.34073,0.58489,0,,,,,,,,,,,,,0.790134482,0.20660031,-0.245218037,0.845566593,,,,,,,,,
-0.39816,5.9781,1.3912,-1.1621,0,,,,,,,,,,,,,-0.292636206,0.691040139,-0.0014912,0.014067746,,,,,,,,,
4.3937,0.35798,2.0416,1.2004,0,,,,,,,,,,,,,1.392998755,-0.266546373,0.149412619,1.138525256,,,,,,,,,
2.9695,5.6222,0.27561,-1.1556,0,,,,,,,,,,,,,0.892007217,0.630399968,-0.26032698,0.017161492,,,,,,,,,
1.3049,-0.15521,6.4911,-0.75346,0,,,,,,,,,,,,,0.306450052,-0.353986467,1.181772001,0.208564388,,,,,,,,,
2.2123,-5.8395,7.7687,-0.85302,0,,,,,,,,,,,,,0.625646599,-1.322506611,1.478196845,0.161177726,,,,,,,,,
1.9647,6.9383,0.57722,0.66377,0,,,,,,,,,,,,,0.538548224,0.854644221,-0.19034835,0.883110385,,,,,,,,,
3.0864,-2.5845,2.2309,0.30947,0,,,,,,,,,,,,,0.933129188,-0.767902066,0.193333426,0.714477455,,,,,,,,,
0.3798,0.7098,0.7572,-0.4444,0,,,,,,,,,,,,,-0.018972832,-0.206601374,-0.148589941,0.355664849,,,,,,,,,
0.58982,7.4266,1.2353,-2.9595,0,,,,,,,,,,,,,0.054906007,0.937843422,-0.037662641,-0.841424286,,,,,,,,,
0.14783,7.946,1.0742,-3.3409,0,,,,,,,,,,,,,-0.100573034,1.026341609,-0.075040571,-1.022955755,,,,,,,,,
-0.062025,6.1975,1.099,-1.131,0,,,,,,,,,,,,,-0.174393831,0.728422701,-0.06928655,0.028870129,,,,,,,,,
4.223,1.1319,0.72202,0.96118,0,,,,,,,,,,,,,1.332951531,-0.134681688,-0.156752297,1.024665901,,,,,,,,,
0.64295,7.1018,0.3493,-0.41337,0,,,,,,,,,,,,,0.073595574,0.882502237,-0.243229652,0.370433914,,,,,,,,,
1.941,0.46351,4.6472,1.0879,0,,,,,,,,,,,,,0.530211264,-0.248565599,0.753955962,1.08497966,,,,,,,,,
4.0047,0.45937,1.3621,1.6181,0,,,,,,,,,,,,,1.256160033,-0.249270995,-0.008242893,1.337334103,,,,,,,,,
3.7767,9.7794,-3.9075,-3.5323,0,,,,,,,,,,,,,1.17595636,1.33872624,-1.230879369,-1.114054662,,,,,,,,,
3.4769,-0.15314,2.53,2.4495,0,,,,,,,,,,,,,1.070495566,-0.353633769,0.262729693,1.733047954,,,,,,,,,
1.9818,9.2621,-3.521,-1.872,0,,,,,,,,,,,,,0.5445635,1.250585862,-1.141204821,-0.323816861,,,,,,,,,
3.8023,-3.8696,4.044,0.95343,0,,,,,,,,,,,,,1.184961685,-0.986864371,0.614003343,1.020977205,,,,,,,,,
4.3483,11.1079,-4.0857,-4.2539,0,,,,,,,,,,,,,1.377028374,1.565083272,-1.272224788,-1.457508011,,,,,,,,,
1.1518,1.3864,5.2727,-0.43536,0,,,,,,,,,,,,,0.25259399,-0.091318598,0.899082559,0.359967535,,,,,,,,,
-1.2576,1.5892,7.0078,0.42455,0,,,,,,,,,,,,,-0.594961839,-0.056764435,1.301655154,0.76925103,,,,,,,,,
1.9572,-5.1153,8.6127,-1.4297,0,,,,,,,,,,,,,0.535909946,-1.199113489,1.674019144,-0.113299377,,,,,,,,,
-2.484,12.1611,2.8204,-3.7418,0,,,,,,,,,,,,,-1.026373173,1.744533197,0.330107413,-1.21376846,,,,,,,,,
-1.1497,1.2954,7.701,0.62627,0,,,,,,,,,,,,,-0.557005803,-0.106823671,1.462489298,0.865261853,,,,,,,,,
4.8368,10.0132,-4.3239,-4.3276,0,,,,,,,,,,,,,1.548868261,1.378562351,-1.327491223,-1.492586326,,,,,,,,,
-0.12196,8.8068,0.94566,-4.2267,0,,,,,,,,,,,,,-0.195477195,1.17300938,-0.104864028,-1.444561876,,,,,,,,,
1.9429,6.3961,0.092248,0.58102,0,,,,,,,,,,,,,0.530879628,0.762261245,-0.302870071,0.843724624,,,,,,,,,
1.742,-4.809,8.2142,-2.0659,0,,,,,,,,,,,,,0.460208935,-1.146924435,1.581560393,-0.41610567,,,,,,,,,
-1.5222,10.8409,2.7827,-4.0974,0,,,,,,,,,,,,,-0.688040312,1.519590364,0.321360374,-1.383020138,,,,,,,,,
-1.3,10.2678,-2.953,-5.8638,0,,,,,,,,,,,,,-0.609876908,1.42194248,-1.009419198,-2.223757385,,,,,,,,,
3.4246,-0.14693,0.80342,0.29136,0,,,,,,,,,,,,,1.052097969,-0.352575676,-0.137866118,0.705857804,,,,,,,,,
2.5503,-4.9518,6.3729,-0.41596,0,,,,,,,,,,,,,0.744545026,-1.171255473,1.154347598,0.369201175,,,,,,,,,
1.5691,6.3465,-0.1828,-2.4099,0,,,,,,,,,,,,,0.399387817,0.753810128,-0.366685866,-0.579836203,,,,,,,,,
1.3087,4.9228,2.0013,0.22024,0,,,,,,,,,,,,,0.30778678,0.511232405,0.140062336,0.672007469,,,,,,,,,
5.1776,8.2316,-3.2511,-1.5694,0,,,,,,,,,,,,,1.668751645,1.075003685,-1.078583448,-0.179791108,,,,,,,,,
2.229,9.6325,-3.1123,-2.7164,0,,,,,,,,,,,,,0.631521166,1.313696622,-1.046379497,-0.725718204,,,,,,,,,
5.6272,10.0857,-4.2931,-3.8142,0,,,,,,,,,,,,,1.826907659,1.390915294,-1.320345102,-1.248228025,,,,,,,,,
1.2138,8.7986,-2.1672,-0.74182,0,,,,,,,,,,,,,0.27440376,1.171612219,-0.827100285,0.214104573,,,,,,,,,
0.3798,0.7098,0.7572,-0.4444,0,,,,,,,,,,,,,-0.018972832,-0.206601374,-0.148589941,0.355664849,,,,,,,,,
0.5415,6.0319,1.6825,-0.46122,0,,,,,,,,,,,,,0.037908457,0.700206875,0.066095335,0.347659187,,,,,,,,,
4.0524,5.6802,-1.9693,0.026279,0,,,,,,,,,,,,,1.272939485,0.640282322,-0.781184133,0.579689626,,,,,,,,,
4.7285,2.1065,-0.28305,1.5625,0,,,,,,,,,,,,,1.510771516,0.031375944,-0.389945565,1.31087068,,,,,,,,,
3.4359,0.66216,2.1041,1.8922,0,,,,,,,,,,,,,1.056072975,-0.214718535,0.163913678,1.467794972,,,,,,,,,
0.86816,10.2429,-1.4912,-4.0082,0,,,,,,,,,,,,,0.152817807,1.417699883,-0.670256833,-1.34056443,,,,,,,,,
3.359,9.8022,-3.8209,-3.7133,0,,,,,,,,,,,,,1.029021824,1.342611028,-1.210786702,-1.200203576,,,,,,,,,
3.6702,2.9942,0.85141,0.30688,0,,,,,,,,,,,,,1.138492802,0.182627082,-0.126731625,0.713244717,,,,,,,,,
1.3349,6.1189,0.46497,0.49826,0,,,,,,,,,,,,,0.317003167,0.715030407,-0.216392252,0.804334104,,,,,,,,,
3.1887,-3.4143,2.7742,-0.2026,0,,,,,,,,,,,,,0.969115309,-0.909287888,0.31938823,0.470752183,,,,,,,,,
2.4527,2.9653,0.20021,-0.056479,0,,,,,,,,,,,,,0.710212225,0.177702943,-0.277821057,0.540300058,,,,,,,,,
3.9121,2.9735,0.92852,0.60558,0,,,,,,,,,,,,,1.223586085,0.179100104,-0.108840799,0.855414223,,,,,,,,,
3.9364,10.5885,-3.725,-4.3133,0,,,,,,,,,,,,,1.232134108,1.476585084,-1.188536277,-1.485780086,,,,,,,,,
3.9414,-3.2902,3.1674,1.0866,0,,,,,,,,,,,,,1.23389296,-0.888143058,0.410617292,1.084360911,,,,,,,,,
3.6922,-3.9585,4.3439,1.3517,0,,,,,,,,,,,,,1.146231753,-1.002011635,0.683585224,1.210538133,,,,,,,,,
5.681,7.795,-2.6848,-0.92544,0,,,,,,,,,,,,,1.845832912,1.000613411,-0.947192254,0.126708641,,,,,,,,,
0.77124,9.0862,-1.2281,-1.4996,0,,,,,,,,,,,,,0.11872421,1.220615066,-0.609213175,-0.146569041,,,,,,,,,
3.5761,9.7753,-3.9795,-3.4638,0,,,,,,,,,,,,,1.105391199,1.33802766,-1.247584589,-1.081451343,,,,,,,,,
1.602,6.1251,0.52924,0.47886,0,,,,,,,,,,,,,0.410961066,0.716086796,-0.201480523,0.795100464,,,,,,,,,
2.6682,10.216,-3.4414,-4.0069,0,,,,,,,,,,,,,0.786018767,1.413116515,-1.122736272,-1.339945681,,,,,,,,,
2.0007,1.8644,2.6491,0.47369,0,,,,,,,,,,,,,0.551211962,-0.009874367,0.290362911,0.792639746,,,,,,,,,
0.64215,3.1287,4.2933,0.64696,0,,,,,,,,,,,,,0.073314157,0.205543921,0.671845166,0.875109483,,,,,,,,,
4.3848,-3.0729,3.0423,1.2741,0,,,,,,,,,,,,,1.389867997,-0.851118306,0.381591972,1.173603571,,,,,,,,,
0.77445,9.0552,-2.4089,-1.3884,0,,,,,,,,,,,,,0.119853394,1.215333118,-0.88317878,-0.093642194,,,,,,,,,
0.96574,8.393,-1.361,-1.4659,0,,,,,,,,,,,,,0.187143571,1.102503892,-0.640048227,-0.13052916,,,,,,,,,
3.0948,8.7324,-2.9007,-0.96682,0,,,,,,,,,,,,,0.93608406,1.160332704,-0.997284712,0.107013381,,,,,,,,,
4.9362,7.6046,-2.3429,-0.85302,0,,,,,,,,,,,,,1.583834248,0.968172026,-0.867865662,0.161177726,,,,,,,,,
-1.9458,11.2217,1.9079,-3.4405,0,,,,,,,,,,,,,-0.837050293,1.584473133,0.118391954,-1.070361456,,,,,,,,,
5.7403,-0.44284,0.38015,1.3763,0,,,,,,,,,,,,,1.866692902,-0.402994425,-0.236071929,1.22224677,,,,,,,,,
-2.6989,12.1984,0.67661,-8.5482,0,,,,,,,,,,,,,-1.101968653,1.750888573,-0.167288186,-3.501426692,,,,,,,,,
1.1472,3.5985,1.9387,-0.43406,0,,,,,,,,,,,,,0.250975845,0.285590992,0.125538075,0.360586284,,,,,,,,,
2.9742,8.96,-2.9024,-1.0379,0,,,,,,,,,,,,,0.893660538,1.199112426,-0.997679141,0.073182084,,,,,,,,,
4.5707,7.2094,-3.2794,-1.4944,0,,,,,,,,,,,,,1.455262132,0.900835708,-1.085149528,-0.144094044,,,,,,,,,
0.1848,6.5079,2.0133,-0.87242,0,,,,,,,,,,,,,-0.087568078,0.781310335,0.142846539,0.151944086,,,,,,,,,
0.87256,9.2931,-0.7843,-2.1978,0,,,,,,,,,,,,,0.154365597,1.25586781,-0.506244057,-0.478884907,,,,,,,,,
0.39559,6.8866,1.0588,-0.67587,0,,,,,,,,,,,,,-0.013418376,0.845835294,-0.078613632,0.245494191,,,,,,,,,
3.8384,6.1851,-2.0439,-0.033204,0,,,,,,,,,,,,,1.197660599,0.726309921,-0.798492596,0.551378047,,,,,,,,,
2.8209,7.3108,-0.81857,-1.8784,0,,,,,,,,,,,,,0.839734121,0.91811279,-0.514195277,-0.326863011,,,,,,,,,
2.5817,9.7546,-3.1749,-2.9957,0,,,,,,,,,,,,,0.755590619,1.334500682,-1.060903757,-0.858654069,,,,,,,,,
3.8213,0.23175,2.0133,2.0564,0,,,,,,,,,,,,,1.191645324,-0.288054124,0.142846539,1.545947744,,,,,,,,,
0.3798,0.7098,0.7572,-0.4444,0,,,,,,,,,,,,,-0.018972832,-0.206601374,-0.148589941,0.355664849,,,,,,,,,
3.4893,6.69,-1.2042,-0.38751,0,,,,,,,,,,,,,1.07485752,0.81233752,-0.60366797,0.382742262,,,,,,,,,
-1.7781,0.8546,7.1303,0.027572,0,,,,,,,,,,,,,-0.778058382,-0.181929565,1.33007723,0.580305043,,,,,,,,,
2.0962,2.4769,1.9379,-0.040962,0,,,,,,,,,,,,,0.584806044,0.094486703,0.125352462,0.547685543,,,,,,,,,
0.94732,-0.57113,7.1903,-0.67587,0,,,,,,,,,,,,,0.180663959,-0.424853171,1.343998246,0.245494191,,,,,,,,,
2.8261,9.4007,-3.3034,-1.0509,0,,,,,,,,,,,,,0.841563328,1.274201281,-1.090717934,0.066994593,,,,,,,,,
0.0071249,8.3661,0.50781,-3.8155,0,,,,,,,,,,,,,-0.150068936,1.097920525,-0.206452646,-1.248846775,,,,,,,,,
0.96788,7.1907,1.2798,-2.4565,0,,,,,,,,,,,,,0.18789636,0.897649501,-0.027337887,-0.602015979,,,,,,,,,
4.7432,2.1086,0.1368,1.6543,0,,,,,,,,,,,,,1.515942543,0.031733753,-0.292533252,1.354563886,,,,,,,,,
3.6575,7.2797,-2.2692,-1.144,0,,,,,,,,,,,,,1.134025317,0.912813803,-0.850766013,0.022682638,,,,,,,,,
3.8832,6.4023,-2.432,-0.98363,0,,,,,,,,,,,,,1.213419918,0.763317635,-0.888538371,0.099012479,,,,,,,,,
3.4776,8.811,-3.1886,-0.92285,0,,,,,,,,,,,,,1.070741805,1.173724998,-1.06408239,0.12794138,,,,,,,,,
1.1315,7.9212,1.093,-2.8444,0,,,,,,,,,,,,,0.245453048,1.022116051,-0.070678652,-0.786641193,,,,,,,,,
2.8237,2.8597,0.19678,0.57196,0,,,,,,,,,,,,,0.840719079,0.159710243,-0.278616876,0.839412419,,,,,,,,,
1.9321,6.0423,0.26019,-2.053,0,,,,,,,,,,,,,0.527080506,0.701978883,-0.263904681,-0.409965775,,,,,,,,,
3.0632,-3.3315,5.1305,0.8267,0,,,,,,,,,,,,,0.924968112,-0.895179976,0.86608975,0.960658686,,,,,,,,,
-1.8411,10.8306,2.769,-3.0901,0,,,,,,,,,,,,,-0.800219923,1.517835394,0.318181742,-0.903584774,,,,,,,,,
2.8084,11.3045,-3.3394,-4.4194,0,,,,,,,,,,,,,0.83533699,1.598581045,-1.099070544,-1.536279532,,,,,,,,,
2.5698,-4.4076,5.9856,0.078002,0,,,,,,,,,,,,,0.75140455,-1.078531727,1.064487437,0.604307749,,,,,,,,,
-0.12624,10.3216,-3.7121,-6.1185,0,,,,,,,,,,,,,-0.196982773,1.431109215,-1.185543259,-2.344984614,,,,,,,,,
3.3756,-4.0951,4.367,1.0698,0,,,,,,,,,,,,,1.034861215,-1.025286283,0.688944815,1.076364769,,,,,,,,,
-0.048008,-1.6037,8.4756,0.75558,0,,,,,,,,,,,,,-0.169463064,-0.600788045,1.642209621,0.92680835,,,,,,,,,
0.5706,-0.0248,1.2421,-0.5621,0,,,,,,,,,,,,,0.048144978,-0.331766504,-0.036084926,0.299644257,,,,,,,,,
0.88444,6.5906,0.55837,-0.44182,0,,,,,,,,,,,,,0.15854463,0.79540121,-0.19472187,0.356892828,,,,,,,,,
3.8644,3.7061,0.70403,0.35214,0,,,,,,,,,,,,,1.206806632,0.303924463,-0.160926282,0.734786705,,,,,,,,,
1.2999,2.5762,2.0107,-0.18967,0,,,,,,,,,,,,,0.3046912,0.111405976,0.142243295,0.476906356,,,,,,,,,
2.0051,-6.8638,8.132,-0.2401,0,,,,,,,,,,,,,0.552759752,-1.497032398,1.5624886,0.452903651,,,,,,,,,
4.9294,0.27727,0.20792,0.33662,0,,,,,,,,,,,,,1.581442209,-0.28029818,-0.276032207,0.727399792,,,,,,,,,
2.8297,6.3485,-0.73546,-0.58665,0,,,,,,,,,,,,,0.842829702,0.754150899,-0.494912349,0.287959418,,,,,,,,,
2.565,8.633,-2.9941,-1.3082,0,,,,,,,,,,,,,0.749716052,1.143396393,-1.018955094,-0.055470134,,,,,,,,,
2.093,8.3061,0.022844,-3.2724,0,,,,,,,,,,,,,0.583680379,1.087697399,-0.318972974,-0.990352437,,,,,,,,,
4.6014,5.6264,-2.1235,0.19309,0,,,,,,,,,,,,,1.466061486,0.631115587,-0.816961145,0.659085132,,,,,,,,,
5.0617,-0.35799,0.44698,0.99868,0,,,,,,,,,,,,,1.627981445,-0.388537223,-0.220566237,1.042514433,,,,,,,,,
-0.2951,9.0489,-0.52725,-2.0789,0,,,,,,,,,,,,,-0.256382739,1.21425969,-0.446604102,-0.422293161,,,,,,,,,
3.577,2.4004,1.8908,0.73231,0,,,,,,,,,,,,,1.105707792,0.081452219,0.114424464,0.915732741,,,,,,,,,
3.9433,2.5017,1.5215,0.903,0,,,,,,,,,,,,,1.234561324,0.098712262,0.028740607,0.996974499,,,,,,,,,
2.6648,10.754,-3.3994,-4.1685,0,,,,,,,,,,,,,0.784822747,1.504783871,-1.112991561,-1.416860955,,,,,,,,,
5.9374,6.1664,-2.5905,-0.36553,0,,,,,,,,,,,,,1.936026867,0.723123714,-0.925313057,0.393203881,,,,,,,,,
2.0153,1.8479,3.1375,0.42843,0,,,,,,,,,,,,,0.556347811,-0.012685726,0.403679985,0.771097758,,,,,,,,,
5.8782,5.9409,-2.8544,-0.60863,0,,,,,,,,,,,,,1.915202054,0.684701802,-0.986542328,0.277497798,,,,,,,,,
-2.3983,12.606,2.9464,-5.7888,0,,,,,,,,,,,,,-0.996226442,1.820337671,0.359341548,-2.188060321,,,,,,,,,
1.762,4.3682,2.1384,0.75429,0,,,,,,,,,,,,,0.467244345,0.41673665,0.171871859,0.926194361,,,,,,,,,
4.2406,-2.4852,1.608,0.7155,0,,,,,,,,,,,,,1.339142692,-0.750982794,0.048810073,0.90773184,,,,,,,,,
3.4669,6.87,-1.0568,-0.73147,0,,,,,,,,,,,,,1.066977861,0.843006896,-0.569468673,0.219030768,,,,,,,,,
3.1896,5.7526,-0.18537,-0.30087,0,,,,,,,,,,,,,0.969431903,0.652618227,-0.36728215,0.42397951,,,,,,,,,
0.81356,9.1566,-2.1492,-4.1814,0,,,,,,,,,,,,,0.133611138,1.2326102,-0.82292398,-1.42300085,,,,,,,,,
0.52855,0.96427,4.0243,-1.0483,0,,,,,,,,,,,,,0.033353029,-0.163243396,0.609432609,0.068232091,,,,,,,,,
2.1319,-2.0403,2.5574,-0.061652,0,,,,,,,,,,,,,0.597364251,-0.67517832,0.269086957,0.537837913,,,,,,,,,
0.33111,4.5731,2.057,-0.18967,0,,,,,,,,,,,,,-0.036100537,0.451648623,0.15298568,0.476906356,,,,,,,,,
1.2746,8.8172,-1.5323,-1.7957,0,,,,,,,,,,,,,0.295791406,1.174781388,-0.679792729,-0.287501049,,,,,,,,,
2.2091,7.4556,-1.3284,-3.3021,0,,,,,,,,,,,,,0.624520933,0.942784599,-0.632484475,-1.004488474,,,,,,,,,
2.5328,7.528,-0.41929,-2.6478,0,,,,,,,,,,,,,0.738389042,0.955120503,-0.421555553,-0.693067289,,,,,,,,,
3.6244,1.4609,1.3501,1.9284,0,,,,,,,,,,,,,1.122381714,-0.078624884,-0.011027096,1.485024755,,,,,,,,,
-1.3885,12.5026,0.69118,-7.5487,0,,,,,,,,,,,,,-0.641008597,1.802719818,-0.1639077,-3.025703822,,,,,,,,,
5.7227,5.8312,-2.4097,-0.24527,0,,,,,,,,,,,,,1.860501742,0.666010521,-0.883364394,0.450442933,,,,,,,,,
3.3583,10.3567,-3.7301,-3.6991,0,,,,,,,,,,,,,1.028775585,1.437089743,-1.189719563,-1.193444932,,,,,,,,,
2.5227,2.2369,2.7236,0.79438,0,,,,,,,,,,,,,0.73483616,0.053594202,0.307648173,0.945275631,,,,,,,,,
0.045304,6.7334,1.0708,-0.9332,0,,,,,,,,,,,,,-0.136638655,0.819732248,-0.075829428,0.123015185,,,,,,,,,
4.8278,7.7598,-2.4491,-1.2216,0,,,,,,,,,,,,,1.545702326,0.994615844,-0.892505861,-0.014251924,,,,,,,,,
1.9476,-4.7738,8.527,-1.8668,0,,,,,,,,,,,,,0.532532949,-1.140926868,1.654135292,-0.321341865,,,,,,,,,
2.7659,0.66216,4.1494,-0.28406,0,,,,,,,,,,,,,0.820386744,-0.214718535,0.638457928,0.431980412,,,,,,,,,
-0.10648,-0.76771,7.7575,0.64179,0,,,,,,,,,,,,,-0.190031788,-0.458347537,1.475598256,0.872648765,,,,,,,,,
0.72252,-0.053811,5.6703,-1.3509,0,,,,,,,,,,,,,0.101585952,-0.336709556,0.991332495,-0.075793662,,,,,,,,,
4.2475,1.4816,-0.48355,0.95343,0,,,,,,,,,,,,,1.341569909,-0.075097906,-0.436464961,1.020977205,,,,,,,,,
3.9772,0.33521,2.2566,2.1625,0,,,,,,,,,,,,,1.246486344,-0.270426049,0.199296261,1.59644719,,,,,,,,,
3.6667,4.302,0.55923,0.33791,0,,,,,,,,,,,,,1.137261606,0.405457135,-0.194522335,0.728013782,,,,,,,,,
2.8232,10.8513,-3.1466,-3.9784,0,,,,,,,,,,,,,0.840543194,1.521362373,-1.054337678,-1.326380797,,,,,,,,,
-1.4217,11.6542,-0.057699,-7.1025,0,,,,,,,,,,,,,-0.652687377,1.658164827,-0.337660315,-2.813330091,,,,,,,,,
4.2458,1.1981,0.66633,0.94696,0,,,,,,,,,,,,,1.340971899,-0.123402173,-0.169673321,1.017897738,,,,,,,,,
4.1038,-4.8069,3.3491,-0.49225,0,,,,,,,,,,,,,1.291020489,-1.146566626,0.45277477,0.332890122,,,,,,,,,
1.4507,8.7903,-2.2324,-0.65259,0,,,,,,,,,,,,,0.35773819,1.17019802,-0.84222779,0.256574559,,,,,,,,,
3.4647,-3.9172,3.9746,0.36119,0,,,,,,,,,,,,,1.066203966,-0.994974717,0.597901367,0.739094151,,,,,,,,,
1.8533,6.1458,1.0176,-2.0401,0,,,,,,,,,,,,,0.499360991,0.719613774,-0.088172729,-0.40382588,,,,,,,,,
3.5288,0.71596,1.9507,1.9375,0,,,,,,,,,,,,,1.088752454,-0.2055518,0.128322279,1.489355999,,,,,,,,,
3.9719,1.0367,0.75973,1.0013,0,,,,,,,,,,,,,1.24462196,-0.15090238,-0.148002938,1.043761451,,,,,,,,,
3.534,9.3614,-3.6316,-1.2461,0,,,,,,,,,,,,,1.090581661,1.267505134,-1.166865895,-0.025912965,,,,,,,,,
3.6894,9.887,-4.0788,-4.3664,0,,,,,,,,,,,,,1.145246796,1.357059711,-1.270623871,-1.511053607,,,,,,,,,
3.0672,-4.4117,3.8238,-0.81682,0,,,,,,,,,,,,,0.926375194,-1.079230307,0.562913212,0.178407509,,,,,,,,,
2.6463,-4.8152,6.3549,0.003003,0,,,,,,,,,,,,,0.778314993,-1.147980825,1.150171293,0.568611161,,,,,,,,,
2.2893,3.733,0.6312,-0.39786,0,,,,,,,,,,,,,0.652732927,0.308507831,-0.177824076,0.377816067,,,,,,,,,
1.5673,7.9274,-0.056842,-2.1694,0,,,,,,,,,,,,,0.39875463,1.02317244,-0.337461476,-0.465367618,,,,,,,,,
4.0405,0.51524,1.0279,1.106,0,,,,,,,,,,,,,1.268753416,-0.239751561,-0.085782955,1.093594552,,,,,,,,,
4.3846,-4.8794,3.3662,-0.029324,0,,,,,,,,,,,,,1.389797643,-1.158919569,0.45674226,0.553224775,,,,,,,,,
2.0165,-0.25246,5.1707,1.0763,0,,,,,,,,,,,,,0.556769936,-0.370556449,0.875416831,1.079458514,,,,,,,,,
4.0446,11.1741,-4.3582,-4.7401,0,,,,,,,,,,,,,1.270195675,1.576362787,-1.335449405,-1.688920177,,,,,,,,,
-0.33729,-0.64976,7.6659,0.72326,0,,,,,,,,,,,,,-0.271223936,-0.438250577,1.454345504,0.911425296,,,,,,,,,
-2.4604,12.7302,0.91738,-7.6418,0,,,,,,,,,,,,,-1.01807139,1.84149954,-0.111425467,-3.070015777,,,,,,,,,
4.1195,10.9258,-3.8929,-4.1802,0,,,,,,,,,,,,,1.296543285,1.534056087,-1.227491922,-1.422429697,,,,,,,,,
2.0193,0.82356,4.6369,1.4202,0,,,,,,,,,,,,,0.557754893,-0.187218328,0.751566187,1.243141451,,,,,,,,,
1.5701,7.9129,0.29018,-2.1953,0,,,,,,,,,,,,,0.399739587,1.020701852,-0.256946493,-0.477695004,,,,,,,,,
2.6415,7.586,-0.28562,-1.6677,0,,,,,,,,,,,,,0.776626495,0.965002858,-0.390541848,-0.22657806,,,,,,,,,
5.0214,8.0764,-3.0515,-1.7155,0,,,,,,,,,,,,,1.613805094,1.048559868,-1.032272867,-0.249328988,,,,,,,,,
4.3435,3.3295,0.83598,0.64955,0,,,,,,,,,,,,,1.375339876,0.239757313,-0.130311646,0.876342221,,,,,,,,,
1.8238,-6.7748,8.3873,-0.54139,0,,,,,,,,,,,,,0.488983762,-1.481868096,1.621722526,0.309501406,,,,,,,,,
3.9382,0.9291,0.78543,0.6767,0,,,,,,,,,,,,,1.232767295,-0.169235851,-0.142040103,0.889264559,,,,,,,,,
2.2517,-5.1422,4.2916,-1.2487,0,,,,,,,,,,,,,0.639506356,-1.203696857,0.671450738,-0.027150463,,,,,,,,,
5.504,10.3671,-4.413,-4.0211,0,,,,,,,,,,,,,1.783569535,1.438861752,-1.348163933,-1.346704325,,,,,,,,,
2.8521,9.171,-3.6461,-1.2047,0,,,,,,,,,,,,,0.850709361,1.23506375,-1.17023014,-0.006208186,,,,,,,,,
1.1676,9.1566,-2.0867,-0.80647,0,,,,,,,,,,,,,0.258151963,1.2326102,-0.808422922,0.183333704,,,,,,,,,
2.6104,8.0081,-0.23592,-1.7608,0,,,,,,,,,,,,,0.765686432,1.036922544,-0.379010606,-0.270890015,,,,,,,,,
0.32444,10.067,-1.1982,-4.1284,0,,,,,,,,,,,,,-0.038446847,1.387729087,-0.602275869,-1.397774925,,,,,,,,,
3.8962,-4.7904,3.3954,-0.53751,0,,,,,,,,,,,,,1.217992934,-1.143755266,0.463517154,0.311348134,,,,,,,,,
2.1752,-0.8091,5.1022,-0.67975,0,,,,,,,,,,,,,0.612595913,-0.46539979,0.85952367,0.243647463,,,,,,,,,
1.1588,8.9331,-2.0807,-1.1272,0,,,,,,,,,,,,,0.255056383,1.194529058,-0.80703082,0.03067878,,,,,,,,,
4.7072,8.2957,-2.5605,-1.4905,0,,,,,,,,,,,,,1.503278805,1.085925391,-0.918352548,-0.142237797,,,,,,,,,
-1.9667,11.8052,-0.40472,-7.8719,0,,,,,,,,,,,,,-0.844402297,1.683893026,-0.418175066,-3.179534369,,,,,,,,,
4.0552,0.40143,1.4563,0.65343,0,,,,,,,,,,,,,1.273924443,-0.259143126,0.013613103,0.87818895,,,,,,,,,
2.3678,-6.839,8.4207,-0.44829,0,,,,,,,,,,,,,0.680346911,-1.49280684,1.629471891,0.353813361,,,,,,,,,
0.33565,6.8369,0.69718,-0.55691,0,,,,,,,,,,,,,-0.034503499,0.837367139,-0.162515598,0.302114494,,,,,,,,,
4.3398,-5.3036,3.8803,-0.70432,0,,,,,,,,,,,,,1.374038325,-1.231197064,0.576022169,0.231953105,,,,,,,,,
1.5456,8.5482,0.4187,-2.1784,0,,,,,,,,,,,,,0.39112121,1.12894771,-0.227127676,-0.469651266,,,,,,,,,
1.4276,8.3847,-2.0995,-1.9677,0,,,,,,,,,,,,,0.349612292,1.101089693,-0.811392738,-0.369366315,,,,,,,,,
-0.27802,8.1881,-3.1338,-2.5276,0,,,,,,,,,,,,,-0.250374499,1.06759192,-1.051367861,-0.635856795,,,,,,,,,
0.93611,8.6413,-1.6351,-1.3043,0,,,,,,,,,,,,,0.176720612,1.144810592,-0.703644071,-0.053613887,,,,,,,,,
4.6352,-3.0087,2.6773,1.212,0,,,,,,,,,,,,,1.477951329,-0.840179562,0.296905789,1.144046402,,,,,,,,,
1.5268,-5.5871,8.6564,-1.722,0,,,,,,,,,,,,,0.384507925,-1.279501331,1.684158285,-0.252422734,,,,,,,,,
0.95626,2.4728,4.4578,0.21636,0,,,,,,,,,,,,,0.183808787,0.093788123,0.710011953,0.670160741,,,,,,,,,
-2.7914,1.7734,6.7756,-0.39915,0,,,,,,,,,,,,,-1.134507423,-0.02537944,1.247780821,0.377202077,,,,,,,,,
5.2032,3.5116,-1.2538,1.0129,0,,,,,,,,,,,,,1.67775697,0.270784499,-0.615176011,1.049282596,,,,,,,,,
3.1836,7.2321,-1.0713,-2.5909,0,,,,,,,,,,,,,0.96732128,0.904703457,-0.572832919,-0.665985117,,,,,,,,,
